location,area_sqft,bhk,bathrooms,floor,total_floors,age_of_property,parking,lift,actual_price
Airoli,1207.72,4,2.5295887662988967,2,1.0,8.9,0,1,15703121
panvel,1730.34,3,1.0,10,12.0,9.6,1,0,22806689
Vashi,644.7,2,1.0,0,14.0,2.8,1,0,8518248
Vashi,1117.3,3,2.0,16.55400254129606,21.0,10.4,0,0,17528005
CBD Belapur,854.45,2,4.0,25,32.0,3.0,1,0,10996824
Nerul,530.7,3,2.5295887662988967,7,2.0,6.6,0,1,8625264
Kharghar,846.73,4,4.0,1,3.0,11.1,0,0,17826866
Belapur,1816.0,2,2.5295887662988967,25,3.0,16.7,0,1,28570523
Kharghar,1111.06,3,2.5295887662988967,27,31.0,5.2,0,1,20135330
Ghansoli,1019.01,2,1.0,30,33.0,11.1,0,0,17886791
KHARGHAR,1832.59,1,1.0,13,28.0,8.5,1,1,26022645
KHARGHAR,125.13,2,2.0,29,1.0,1.3,1,1,2387440
Airoli,1049.75,4,3.0,25,30.0,7.9,0,0,20075630
CBD Belapur,536.51,2,2.5295887662988967,28,23.0,6.4,0,1,7241877
CBD Belapur,861.63,4,3.0,15,14.0,9.1,0,1,17267180
Belapur,1359.01,4,1.0,18,22.0,0.4,1,0,14116021
Belapur,544.67,2.4597701149425286,4.0,7,19.0,12.2,0,0,8244364
Ulwe,1350.05,2.4597701149425286,4.0,2,4.0,22.6,0,0,19976846
Ulwe,700.94,2,4.0,9,39.0,9.2,1,0,7693488
Kharghar,714.17,2.4597701149425286,2.5295887662988967,18,5.0,0.2,0,0,9006164
Airoli,1321.9,1,4.0,33,19.0,5.4,0,0,14654309
Panvel,1396.96,2.4597701149425286,1.0,34,38.0,16.7,1,0,15834661
Kharghar,721.7,2,3.0,7,19.0,3.0,1,0,12030113
Panvel,1167.44,2,2.5295887662988967,16.55400254129606,15.0,5.8,0,1,14068552
Kharghar,773.9,2,1.0,10,24.0,15.7,0,1,11597211
Panvel,937.84,1,2.5295887662988967,24,4.0,13.6,1,0,12178069
Airoli,1112.82,2.4597701149425286,1.0,16.55400254129606,34.0,2.2,1,1,17382330
panvel,843.34,2,2.5295887662988967,10,25.0,5.4,0,0,14881260
nerul,1295.24,1,3.0,28,28.0,0.6,1,1,20549134
nerul,1000.73,3,1.0,16.55400254129606,14.0,5.8,0,1,11566212
Airoli,636.1,4,2.5295887662988967,5,14.0,5.8,0,0,12403740
KHARGHAR,379.55,4,3.0,17,13.0,9.7,0,1,4910119
Ghansoli,957.53,2,1.0,22,21.0,1.0,0,1,10130908
panvel,1165.37,4,3.0,16.55400254129606,18.0,12.3,0,1,14133629
Nerul,1102.15,2,2.5295887662988967,16,32.0,6.9,1,0,18988005
Panvel,1418.66,3,2.5295887662988967,5,8.0,5.8,0,0,17260353
Ghansoli,1219.71,2.4597701149425286,4.0,24,22.0,7.3,0,0,13148185
Nerul,917.63,4,3.0,1,9.0,7.3,1,1,11774141
KHARGHAR,347.88,4,3.0,11,2.0,10.5,1,0,5694908
Ulwe,472.18,2.4597701149425286,4.0,11,12.0,3.0,1,0,7131081
Airoli,1278.39,2,4.0,11,11.0,8.7,1,0,18343743
Airoli,854.2,2,1.0,25,28.0,10.5,0,0,12578675
Panvel,1369.6,1,3.0,16.55400254129606,37.0,3.8,1,0,19878567
Panvel,1199.32,4,4.0,11,38.0,5.0,0,1,14084642
Ghansoli,656.18,2,1.0,17,19.846280312371558,14.1,1,1,10208674
nerul,1010.66,2.4597701149425286,1.0,7,4.0,1.9,0,0,13070197
Panvel,1592.14,2,1.0,12,2.0,15.3,1,0,17027840
nerul,478.43,3,1.0,12,5.0,6.7,0,0,9257661
Ghansoli,1357.06,2.4597701149425286,3.0,21,18.0,9.6,1,1,23669135
CBD Belapur,699.77,3,2.5295887662988967,6,29.0,11.5,0,0,10122112
Airoli,1619.58,4,2.5295887662988967,8,13.0,8.2,1,1,20347822
Vashi,633.99,2.4597701149425286,4.0,8,2.0,4.2,0,1,7079739
Nerul,1587.27,1,3.0,6,22.0,4.9,0,0,29015013
KHARGHAR,610.06,4,2.0,5,20.0,13.0,0,0,6381565
Ulwe,-62.9,4,3.0,12,1.0,12.1,0,0,-1072876
Panvel,1494.05,2,2.0,8,22.0,0.5,1,1,16221078
nerul,1167.4,2,2.5295887662988967,12,37.0,14.5,0,0,16205759
Airoli,1501.67,3,2.5295887662988967,31,30.0,7.5,0,0,30315636
Airoli,554.99,2,3.0,5,10.0,12.4,1,0,9565459
Airoli,842.24,3,2.0,16,31.0,12.3,1,1,12954325
Nerul,1023.54,1,2.0,33,7.0,4.1,1,0,16369579
Ulwe,1262.81,2.4597701149425286,3.0,28,16.0,2.5,1,0,15213401
Ghansoli,705.45,4,1.0,18,8.0,7.4,0,1,11883407
Panvel,1162.44,1,2.5295887662988967,29,21.0,17.7,0,1,12267836
nerul,612.27,2,3.0,22,19.846280312371558,8.6,0,0,10061421
Ulwe,1156.01,2,4.0,10,31.0,11.1,0,1,19437223
Nerul,1529.12,2.4597701149425286,1.0,27,6.0,13.6,0,1,22707709
Kharghar,737.8,2,1.0,1,9.0,4.5,1,1,11197294
Airoli,352.38,2,3.0,14,21.0,6.7,0,1,4796231
Vashi,663.88,2.4597701149425286,4.0,10,30.0,12.1,0,0,10891137
Vashi,1647.83,2,4.0,1,32.0,13.2,0,0,26226102
panvel,1359.35,2,3.0,28,19.846280312371558,6.9,1,1,21715721
Panvel,816.61,4,3.0,23,18.0,0.5,0,1,10060544
Panvel,818.94,1,4.0,16.55400254129606,7.0,5.6,1,0,13337744
Airoli,3063.48,2,2.5295887662988967,3,39.0,7.2,1,1,33653869
panvel,762.21,2,4.0,14,29.0,11.3,0,1,8107192
Panvel,1333.78,2,3.0,30,19.0,15.7,0,0,21738441
Vashi,641.32,2,3.0,15,15.0,15.7,0,1,9664318
Nerul,645.3,2.4597701149425286,1.0,1,35.0,6.2,1,0,8299385
Panvel,810.68,2,2.0,19,19.0,5.0,0,0,10507553
Vashi,1366.08,4,1.0,12,4.0,0.4,0,0,29685373
Nerul,1205.46,1,1.0,30,28.0,14.3,1,0,19075942
Panvel,1078.64,2,3.0,28,33.0,18.5,0,1,20918982
Kharghar,929.55,3,3.0,10,13.0,8.1,1,0,11329443
Ulwe,735.68,1,1.0,16.55400254129606,31.0,2.2,1,1,11501374
panvel,830.13,1,3.0,27,18.0,7.7,0,0,14040839
CBD Belapur,597.43,2,2.5295887662988967,22,37.0,16.4,0,0,5844590
Kharghar,657.65,2.4597701149425286,1.0,20,26.0,7.1,1,0,5653173
Nerul,1483.78,2,4.0,16.55400254129606,24.0,13.9,1,0,28637297
KHARGHAR,1572.75,4,3.0,27,30.0,6.8,0,0,21771663
Ghansoli,466.31,1,4.0,21,35.0,5.0,0,0,5885720
Kharghar,603.25,2,4.0,32,31.0,7.8,0,1,10103906
Ghansoli,136.13,3,2.0,15,3.0,5.8,1,1,2045320
Belapur,827.31,1,4.0,27,12.0,1.1,0,0,12761166
CBD Belapur,-226.16,3,4.0,0,8.0,11.9,0,0,-2288086
CBD Belapur,958.94,3,4.0,9,1.0,18.2,0,1,11022956
Nerul,1335.63,4,1.0,17,9.0,15.1,0,0,25464115
Kharghar,1415.14,1,2.5295887662988967,23,23.0,4.5,0,1,14481297
Ghansoli,835.2,2,2.5295887662988967,20,8.0,14.9,0,1,13073889
Nerul,951.58,4,4.0,6,9.0,4.5,0,1,16839597
Nerul,876.28,2.4597701149425286,4.0,20,14.0,6.8,1,0,11120664
panvel,1208.45,1,3.0,21,1.0,6.1,0,0,17061776
nerul,46.23,2,3.0,23,22.0,4.6,0,1,622890
Ghansoli,2578.15,2,1.0,31,38.0,6.1,0,0,34755149
Ulwe,914.58,2.4597701149425286,4.0,23,24.0,5.3,1,0,10880452
KHARGHAR,1118.69,2.4597701149425286,1.0,3,7.0,7.6,1,0,19889967
panvel,80.46,2.4597701149425286,2.0,3,18.0,4.2,0,0,1364226
Ghansoli,416.75,2,1.0,3,2.0,1.3,0,0,4566619
nerul,106.64,2.4597701149425286,2.0,21,32.0,9.9,1,1,1532626
nerul,1044.08,2,3.0,1,31.0,1.1,1,1,14538375
Kharghar,1411.74,4,4.0,5,31.0,5.1,1,0,29330108
KHARGHAR,956.01,2.4597701149425286,3.0,15,33.0,8.1,1,1,14707249
Kharghar,-438.57,4,2.0,7,20.0,10.5,1,1,-6280979
Airoli,1299.26,2,2.0,34,12.0,3.2,0,1,15581264
CBD Belapur,205.41,1,4.0,3,5.0,5.1,1,0,1903347
Ulwe,880.21,1,2.5295887662988967,33,31.0,14.0,0,1,11744538
Ulwe,1130.49,2,4.0,28,31.0,7.6,1,1,18842641
nerul,491.78,2,2.5295887662988967,14,30.0,0.2,0,1,6549131
Kharghar,561.95,2,3.0,16.55400254129606,23.0,5.6,1,0,7852669
Ulwe,1221.75,2,2.5295887662988967,22,36.0,1.1,1,1,20942925
Nerul,3430.9657487994687,4,2.0,31,30.0,14.3,0,1,50507091.96410894
Airoli,234.77,2,4.0,16.55400254129606,13.0,13.6,1,1,5167488
CBD Belapur,1018.6,1,4.0,16.55400254129606,26.0,10.3,0,0,11442230
Airoli,747.61,2,4.0,11,12.0,1.8,0,0,8387799
Airoli,456.06,2,1.0,1,25.0,13.7,1,1,6749169
Vashi,80.95,2,2.0,4,5.0,7.6,1,0,1891448
Airoli,1228.37,1,2.5295887662988967,12,16.0,4.9,0,1,15953910
nerul,1235.9,4,4.0,16.55400254129606,29.0,6.6,1,0,24062279
Airoli,496.29,2,1.0,20,15.0,7.1,1,0,6764967
Belapur,918.37,4,2.0,7,37.0,4.5,0,1,18029087
nerul,373.44,3,1.0,17,30.0,5.4,1,0,4760986
Belapur,1144.47,4,1.0,16,18.0,3.7,1,0,18804209
Vashi,1254.36,2,3.0,8,11.0,6.8,0,1,18235515
KHARGHAR,1068.82,3,2.0,7,10.0,0.4,0,1,18935139
Panvel,954.75,3,3.0,17,4.0,10.3,1,0,19542973
Panvel,985.83,1,4.0,13,22.0,6.8,0,1,17196086
panvel,849.14,4,3.0,33,3.0,20.1,1,1,16310230
Airoli,1497.7,3,4.0,6,28.0,1.2,1,1,16768561
Airoli,521.92,3,2.0,29,21.0,18.3,1,0,8499538
Airoli,1580.98,2.4597701149425286,4.0,26,10.0,7.4,1,0,23369813
KHARGHAR,571.0,2.4597701149425286,3.0,15,37.0,4.2,0,0,6565961
Ulwe,73.24,1,3.0,12,19.846280312371558,7.0,1,1,-102674
panvel,721.9,4,4.0,15,15.0,14.9,0,0,15755618
Airoli,610.27,1,4.0,26,33.0,6.3,0,0,10223297
Ulwe,1057.61,3,1.0,18,2.0,4.9,0,0,12936623
Belapur,1298.77,2,4.0,15,18.0,16.6,0,1,19289901
KHARGHAR,-346.51,4,4.0,6,28.0,1.9,1,0,-5387925
CBD Belapur,1080.65,1,4.0,14,1.0,18.4,0,0,17718323
Nerul,1050.73,2,1.0,16.55400254129606,1.0,2.5,0,0,11173787
Airoli,858.25,2,1.0,2,2.0,8.9,0,0,9153206
Airoli,1105.84,4,1.0,18,36.0,5.3,0,0,19490416
nerul,791.12,2.4597701149425286,4.0,30,21.0,1.4,0,0,11553071
Belapur,995.31,2,1.0,18,14.0,0.6,0,1,12864165
Kharghar,839.87,2,4.0,22,34.0,12.5,0,1,9925029
panvel,599.02,2,4.0,9,9.0,16.5,0,0,9179316
Ghansoli,937.09,2.4597701149425286,2.0,30,2.0,2.2,1,0,15863615
Panvel,1186.58,2,4.0,8,15.0,12.1,0,1,12413820
CBD Belapur,1142.83,3,1.0,19,33.0,10.2,1,0,16152783
Ghansoli,989.84,2,2.5295887662988967,2,39.0,2.0,0,0,14372028
CBD Belapur,-99.93,1,2.5295887662988967,11,31.0,23.3,0,0,-1479454
Panvel,1275.55,3,4.0,12,8.0,2.4,0,1,24318230
KHARGHAR,1222.11,2.4597701149425286,2.0,16,21.0,14.9,1,1,13628765
Kharghar,1218.96,2,3.0,31,5.0,9.0,0,0,20152203
nerul,1125.8,2,2.0,11,5.0,12.7,0,0,17815698
Belapur,65.43,2,4.0,12,5.0,15.2,0,1,1573423
KHARGHAR,61.08,2,2.5295887662988967,32,6.0,5.5,0,0,656536
Panvel,680.26,2.4597701149425286,2.0,2,18.0,3.5,1,0,7122690
KHARGHAR,563.39,1,3.0,19,21.0,10.5,0,0,5543974
CBD Belapur,1501.39,3,4.0,20,35.0,4.0,0,0,17043855
Nerul,1319.4,2,1.0,10,1.0,1.7,0,1,19509671
nerul,1034.1,2.4597701149425286,4.0,24,36.0,18.2,0,1,13976848
KHARGHAR,904.18,4,3.0,27,4.0,8.5,1,1,12214185
Ulwe,1137.42,2,3.0,16.55400254129606,22.0,18.7,0,1,17098417
CBD Belapur,1536.08,3,2.5295887662988967,27,32.0,2.7,0,1,23008440
Ulwe,1474.47,3,4.0,18,19.846280312371558,6.7,1,1,28810006
Panvel,1079.67,2,2.0,16.55400254129606,17.0,19.8,0,0,16361939
Ghansoli,611.94,2,4.0,17,6.0,11.3,0,0,7235780
panvel,517.58,2.4597701149425286,2.0,33,14.0,14.3,0,1,9528750
KHARGHAR,1961.97,2,2.0,6,19.0,2.0,1,1,33785562
Nerul,997.61,3,3.0,6,2.0,1.2,1,0,9957891
Ulwe,544.23,2,2.5295887662988967,1,19.0,12.7,1,0,7284666
Belapur,1280.42,4,4.0,21,4.0,5.4,1,1,23029451
Ulwe,901.39,2,2.5295887662988967,11,6.0,16.8,0,0,12812813
panvel,417.72,2.4597701149425286,3.0,4,18.0,5.1,0,1,6557472
Ulwe,990.12,2,2.5295887662988967,22,37.0,6.7,1,0,14252839
CBD Belapur,1751.07,1,3.0,32,7.0,9.7,0,0,31713299
Airoli,1304.95,2,1.0,28,37.0,14.1,0,0,17208452
KHARGHAR,812.06,3,3.0,17,14.0,22.0,1,0,12604376
Vashi,1227.24,2.4597701149425286,3.0,16.55400254129606,34.0,9.1,1,1,17048658
Belapur,1238.98,3,4.0,12,2.0,5.8,0,0,15218424
Ulwe,789.65,1,3.0,33,17.0,11.7,1,1,10759396
Airoli,665.12,2,4.0,28,2.0,10.5,0,0,10991143
Vashi,1526.69,2,2.5295887662988967,33,15.0,12.7,1,0,23862398
CBD Belapur,592.87,4,3.0,0,4.0,17.2,1,0,11915151
Nerul,881.4,1,4.0,13,4.0,2.1,0,0,13389877
Airoli,673.45,4,3.0,3,18.0,12.1,0,0,8829352
Vashi,524.48,2.4597701149425286,3.0,14,31.0,3.3,0,1,4937345
nerul,1075.79,4,2.0,11,31.0,19.0,0,0,18709764
CBD Belapur,966.55,4,2.5295887662988967,0,39.0,11.3,0,0,19625520
Ghansoli,2003.69,1,2.5295887662988967,19,37.0,3.2,1,0,26098760
Airoli,677.65,2,1.0,12,9.0,2.1,0,1,10618093
Airoli,791.55,2.4597701149425286,3.0,16,29.0,5.3,1,0,12390542
Airoli,854.76,4,1.0,28,38.0,8.3,1,1,16541494
nerul,658.39,1,2.5295887662988967,1,33.0,5.4,0,0,11582975
CBD Belapur,1294.79,4,4.0,16.55400254129606,35.0,0.1,0,0,23490038
Nerul,949.17,1,2.0,14,34.0,10.5,1,0,12210058
Kharghar,3144.35,1,2.0,12,5.0,7.6,0,1,42535708
Airoli,1042.5,1,1.0,4,25.0,7.5,0,1,19149360
Airoli,1321.79,2,3.0,21,33.0,2.6,0,0,13557678
nerul,1221.14,2.4597701149425286,1.0,5,20.0,17.9,0,0,13997202
Airoli,380.35,2,4.0,30,34.0,5.3,1,0,5545276
Airoli,987.26,2,4.0,14,38.0,9.1,0,1,16060536
Kharghar,47.5,3,3.0,16.55400254129606,6.0,0.9,0,1,691464
Kharghar,1644.39,3,4.0,9,5.0,9.2,0,0,17892895
panvel,1358.61,3,4.0,8,12.0,13.5,0,0,17189818
Airoli,1031.53,3,2.5295887662988967,2,12.0,5.2,0,0,11698106
CBD Belapur,842.59,4,1.0,4,17.0,2.7,0,1,13251676
Airoli,492.4,1,4.0,5,26.0,3.8,1,0,4668834
Kharghar,136.3,1,4.0,31,28.0,0.5,0,0,1325620
CBD Belapur,885.15,3,3.0,30,10.0,8.9,0,1,16568628
Vashi,910.87,4,1.0,17,27.0,1.4,1,1,15589490
Nerul,1059.05,2,4.0,2,8.0,10.1,0,1,15722910
Kharghar,999.07,2,2.5295887662988967,19,36.0,17.7,1,0,10653590
Ulwe,1023.72,2,4.0,14,37.0,5.5,1,0,13628330
Ghansoli,737.14,2.4597701149425286,2.0,20,15.0,5.7,0,0,10749764
panvel,1939.58,3,2.5295887662988967,33,28.0,2.1,1,0,21541180
CBD Belapur,909.94,2.4597701149425286,4.0,11,19.846280312371558,6.8,0,1,10510181
Vashi,433.78,2,3.0,22,27.0,7.1,1,0,5718100
Ulwe,1018.9,4,1.0,26,34.0,12.0,0,0,19814938
Ulwe,1520.79,2,4.0,3,26.0,4.8,0,1,22249957
panvel,1156.78,1,3.0,29,3.0,6.7,0,0,11982991
Vashi,1239.89,1,4.0,6,34.0,6.6,1,0,18525337
Airoli,788.77,2.4597701149425286,1.0,10,24.0,9.6,1,1,8673851
Kharghar,1547.98,3,3.0,19,19.0,2.4,0,1,27558327
KHARGHAR,659.07,2,2.5295887662988967,11,14.0,12.4,1,1,11677007
Panvel,1495.03,2,1.0,4,14.0,17.8,0,1,19016423
Airoli,1435.24,1,3.0,16,12.0,8.9,1,0,20254178
CBD Belapur,1371.57,3,1.0,31,24.0,2.2,1,0,23376303
nerul,1415.35,2,4.0,7,14.0,14.4,0,1,19310601
CBD Belapur,913.91,2,4.0,28,19.846280312371558,12.7,1,1,10072242
Nerul,1220.2,2,4.0,31,2.0,10.8,0,0,17060100
Airoli,675.76,2,1.0,16.55400254129606,26.0,9.9,1,0,8929995
Panvel,214.49,2,4.0,13,10.0,3.1,1,1,2795448
Ghansoli,1347.78,1,2.0,9,16.0,11.9,0,0,14856466
CBD Belapur,684.73,1,2.0,5,26.0,9.2,0,0,9146369
CBD Belapur,1411.56,2,3.0,16.55400254129606,26.0,3.2,1,1,27006386
Ghansoli,3430.9657487994687,2,2.5295887662988967,10,11.0,6.0,1,1,50507091.96410894
Nerul,1118.77,2.4597701149425286,1.0,19,35.0,8.8,0,0,16007429
Ghansoli,3430.9657487994687,4,1.0,16.55400254129606,16.0,6.8,0,0,50507091.96410894
CBD Belapur,1209.3,2,2.5295887662988967,28,34.0,8.8,1,0,13941983
Vashi,826.61,1,4.0,29,27.0,22.6,0,1,9944469
Airoli,507.48,3,3.0,18,30.0,5.3,1,0,9446719
KHARGHAR,71.01,2,4.0,20,1.0,1.4,0,0,1489576
Panvel,21.22,1,2.5295887662988967,6,38.0,11.3,1,1,1154864
nerul,756.93,1,1.0,29,11.0,3.7,0,0,7959044
CBD Belapur,1332.52,3,4.0,17,32.0,21.9,0,1,26785304
Airoli,579.31,4,3.0,8,2.0,15.7,0,1,7321763
Nerul,888.4,1,2.0,6,29.0,7.0,0,0,13321843
CBD Belapur,339.75,2,2.5295887662988967,34,29.0,7.9,1,0,6075417
Airoli,1130.84,2.4597701149425286,3.0,4,5.0,0.1,0,1,11002355
Vashi,1163.99,3,2.0,27,9.0,4.4,1,0,17234699
Kharghar,1152.39,2,3.0,0,32.0,3.6,1,1,13831493
Airoli,469.36,2,3.0,15,10.0,10.7,1,0,7321089
nerul,463.01,2,4.0,30,22.0,7.9,0,1,4439361
Belapur,697.9,1,3.0,3,30.0,13.2,0,0,7186503
Panvel,882.06,2,1.0,2,25.0,17.8,0,1,11485246
KHARGHAR,821.96,2,2.5295887662988967,2,33.0,6.4,1,0,10091693
Airoli,557.56,2,2.5295887662988967,30,6.0,3.0,1,1,9605672
Nerul,1597.52,2,3.0,13,19.846280312371558,10.5,0,1,24454046
nerul,902.93,2,2.5295887662988967,32,4.0,5.3,0,0,16626784
CBD Belapur,1231.06,2,3.0,25,11.0,9.4,1,0,17988966
Kharghar,212.83,4,3.0,15,1.0,9.5,0,0,4926042
Airoli,886.54,2.4597701149425286,4.0,13,19.846280312371558,9.3,0,1,9794316
Ghansoli,1394.65,2,2.0,30,13.0,10.1,0,0,15640736
Ghansoli,1406.88,3,3.0,27,30.0,14.9,0,0,25855731
Kharghar,1060.62,3,4.0,29,17.0,12.8,0,1,17732782
panvel,904.18,4,2.5295887662988967,2,19.846280312371558,15.4,1,0,13761664
Airoli,1246.14,2.4597701149425286,2.0,5,19.0,5.3,0,0,15922710
CBD Belapur,1466.82,3,4.0,30,10.0,3.5,0,0,23772722
Airoli,1334.6,4,3.0,34,27.0,14.9,1,0,18987219
Kharghar,1161.58,2.4597701149425286,3.0,26,19.846280312371558,4.2,0,0,12931977
Panvel,813.64,4,2.5295887662988967,21,28.0,10.6,0,0,12146034
Belapur,622.72,1,3.0,18,30.0,8.0,0,0,6787214
Panvel,689.99,4,1.0,17,27.0,4.0,0,0,8202277
Airoli,1128.79,2.4597701149425286,3.0,18,28.0,4.2,0,0,10390487
panvel,1009.4,2,4.0,3,4.0,10.8,0,0,16490476
nerul,1065.46,1,2.5295887662988967,31,30.0,8.4,0,1,14492397
Kharghar,891.57,2.4597701149425286,2.5295887662988967,10,37.0,4.4,0,0,10414047
CBD Belapur,1462.13,3,2.0,19,33.0,5.3,0,1,15531735
nerul,318.15,4,1.0,21,23.0,16.3,0,0,4262086
Airoli,176.53,2.4597701149425286,2.5295887662988967,33,32.0,0.8,0,0,3160714
Panvel,852.37,2,2.5295887662988967,33,35.0,7.8,0,1,13616361
KHARGHAR,324.01,1,1.0,4,30.0,10.2,1,0,5984094
Ulwe,733.55,1,1.0,34,19.0,14.4,1,0,9741909
Ghansoli,618.6,3,4.0,17,10.0,7.4,0,1,11188052
Airoli,596.34,4,1.0,7,37.0,7.5,0,1,13151410
Airoli,3430.9657487994687,4,2.5295887662988967,13,24.0,1.0,0,1,50507091.96410894
CBD Belapur,1055.39,2.4597701149425286,1.0,2,25.0,10.2,1,0,9913088
Airoli,946.75,3,4.0,21,4.0,8.9,0,0,18482771
nerul,676.55,1,1.0,21,18.0,6.4,0,1,6928168
KHARGHAR,739.94,2,1.0,9,30.0,15.5,1,1,12299939
nerul,141.85,4,3.0,20,32.0,17.5,0,1,2976383
panvel,515.7,1,3.0,33,8.0,8.2,0,0,7729992
Nerul,601.52,3,4.0,14,3.0,8.4,1,1,9509579
Ulwe,1273.65,3,3.0,10,6.0,2.9,0,0,15234580
nerul,666.98,2,4.0,10,7.0,4.8,0,1,12722023
Ghansoli,935.59,4,2.0,28,2.0,12.6,0,0,15017296
Belapur,786.77,1,2.5295887662988967,32,25.0,4.2,0,0,10370945
CBD Belapur,948.68,1,1.0,27,7.0,22.2,1,0,16155204
nerul,802.62,3,4.0,10,17.0,8.1,1,1,14687022
CBD Belapur,1302.46,1,4.0,2,18.0,8.0,1,0,13494541
Airoli,554.88,1,3.0,14,7.0,11.2,0,0,8673681
Ulwe,1313.2,2.4597701149425286,4.0,33,1.0,11.0,0,1,15468139
panvel,748.09,2.4597701149425286,1.0,9,2.0,13.0,0,1,7410383
Airoli,732.56,3,3.0,8,16.0,20.0,0,0,13859603
Ulwe,999.39,3,2.5295887662988967,31,19.0,7.3,0,1,17161216
Ulwe,396.66,3,3.0,16.55400254129606,9.0,13.4,0,1,4854542
Belapur,1223.89,1,3.0,13,28.0,9.7,0,0,16395814
nerul,1523.37,2.4597701149425286,2.0,31,13.0,11.2,0,0,25712121
KHARGHAR,1213.11,1,2.0,34,19.0,7.6,1,0,18758844
CBD Belapur,1785.38,2,2.5295887662988967,30,30.0,1.5,1,1,26295893
Airoli,107.74,3,2.0,27,16.0,1.3,0,1,2546218
Kharghar,267.78,2,2.5295887662988967,20,18.0,11.8,1,1,4851331
KHARGHAR,1131.92,2,2.0,28,35.0,12.6,1,0,19861999
Panvel,133.01,2,3.0,24,31.0,18.3,0,1,2265296
Belapur,1706.88,3,3.0,16.55400254129606,6.0,2.7,1,0,30267304
Ghansoli,982.08,4,2.5295887662988967,34,39.0,2.6,0,0,15978201
CBD Belapur,1121.05,2,2.0,31,7.0,1.4,0,0,14622100
Kharghar,1239.74,1,2.0,1,32.0,8.4,0,1,15508275
panvel,1565.68,3,2.0,13,36.0,2.4,0,0,21530473
CBD Belapur,542.43,1,2.0,25,4.0,1.6,0,0,5970442
Ulwe,1398.6,2.4597701149425286,3.0,15,39.0,4.0,1,0,22083378
Kharghar,1091.42,2,4.0,26,1.0,6.5,0,0,21012884
Airoli,1275.01,3,2.0,3,16.0,16.1,0,1,24385418
Belapur,1285.4,2,4.0,3,6.0,8.5,1,0,15922388
Vashi,981.79,4,4.0,27,7.0,17.1,0,0,11945994
Ulwe,850.25,2,4.0,31,33.0,1.0,0,0,12918171
Airoli,456.76,2,3.0,32,11.0,16.3,0,0,4641283
Airoli,2896.6,2,2.5295887662988967,26,18.0,3.5,1,0,40682113
nerul,474.59,3,1.0,12,19.0,19.9,1,1,6209777
panvel,1662.33,4,1.0,28,39.0,1.8,0,0,28301371
Ulwe,1532.17,2.4597701149425286,2.0,33,39.0,4.5,0,1,21894864
Belapur,430.17,2,2.0,24,25.0,13.0,0,1,4524964
Ghansoli,1152.35,1,1.0,21,16.0,8.7,0,0,19132602
Nerul,950.79,2,2.5295887662988967,2,5.0,17.2,0,0,12778040
panvel,766.09,4,4.0,17,23.0,11.3,0,0,9178727
Vashi,269.33,2,2.5295887662988967,4,19.0,13.8,1,0,2642638
CBD Belapur,1488.06,2,2.0,33,32.0,10.2,0,0,28219031
Ghansoli,916.04,2,3.0,19,21.0,9.4,0,0,11544409
Nerul,1042.58,1,2.5295887662988967,3,19.0,11.9,0,0,11639011
Panvel,1085.5,3,2.5295887662988967,23,2.0,7.2,0,1,11927883
Belapur,501.1,2,3.0,0,17.0,8.3,0,0,8578472
Airoli,1425.57,1,3.0,9,35.0,12.2,1,0,24483974
panvel,1473.95,2,4.0,24,35.0,7.6,0,1,20808199
KHARGHAR,1553.78,1,2.5295887662988967,8,1.0,6.6,0,1,18016033
Panvel,468.88,4,2.0,12,1.0,12.0,0,1,9426434
Panvel,727.03,2.4597701149425286,3.0,5,5.0,5.5,1,1,12200980
CBD Belapur,881.25,1,4.0,33,6.0,1.4,1,1,12277905
Nerul,1396.92,2.4597701149425286,1.0,0,27.0,9.6,0,0,22220818
panvel,995.41,2,1.0,33,13.0,12.0,1,0,12128579
Belapur,1151.72,1,1.0,21,2.0,9.7,0,1,12803351
Belapur,1416.89,2,2.5295887662988967,0,1.0,17.5,0,0,25496496
Vashi,39.76,3,1.0,25,8.0,9.8,0,0,1096287
panvel,986.53,2,1.0,8,35.0,5.7,1,0,17507086
Airoli,966.76,2,4.0,10,37.0,23.8,0,1,18054406
Belapur,1152.97,1,2.5295887662988967,26,19.0,2.5,1,0,15746253
Belapur,421.55,1,3.0,31,20.0,9.5,0,0,4943154
KHARGHAR,563.5,2,3.0,7,1.0,6.9,1,1,11336830
Airoli,421.91,4,1.0,33,30.0,19.0,1,0,8769851
Airoli,962.06,4,1.0,16.55400254129606,9.0,5.3,0,1,15250808
Ulwe,717.69,2.4597701149425286,1.0,16,3.0,6.5,1,1,8816724
panvel,1025.29,2,4.0,2,5.0,10.3,1,1,10126197
Airoli,1260.06,1,1.0,21,21.0,11.3,0,0,13727229
Ulwe,202.03,1,2.5295887662988967,15,19.846280312371558,17.1,0,0,3135872
KHARGHAR,963.09,3,3.0,13,19.846280312371558,6.4,0,0,15514905
Belapur,1147.33,2.4597701149425286,4.0,18,35.0,9.1,1,1,18194227
Ulwe,1272.66,3,3.0,33,21.0,6.6,1,1,16234345
Ulwe,557.19,2,4.0,15,1.0,3.9,0,0,6297712
Panvel,913.08,4,2.5295887662988967,6,20.0,17.3,1,0,18407848
KHARGHAR,209.26,4,3.0,2,19.846280312371558,12.7,1,0,2834997
